,Question Identifier,Grade level,Claim,Target,Type,Task model,Variant,Sub-variant,Prompt feature #,Prompt features,Stimulus #,Stimulus,Owner,Questions/comments/notes,# of drafted questions,# of approved questions,# of deployed questions,Exercise name,Recommend adding to exercise,Exercise Link
,8.1.C.3.TE.1.,8,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,"C - Understand the connections between proportional relationships, lines, and linear equations",TE,3.TE,1,,1,The student is prompted to create the graph of a given proporitional relationship that compares to a given proportional relationship in a certain way,1,"The student is presented with a comparison and a proportional relationship that may be represented in a variety of ways, including algebraic, tabular, and verbal. The proportional relationships must be different (not different representations of the same relationship). Interaction: The student uses a graphing tool to plot points and draw a line in the coordinate plane",,,,,,,,
8.1.C.4.SR.1,8.1.C.4.SR.1.a,8,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,"C - Understand the connections between proportional relationships, lines, and linear equations",SR,4.SR,1,a,1,"Given points on a line, the student is prompted to identify two similar triangles where the segment between a pair of the points corresponds to the hypotenuse of one of the triangles. ",1,The student is presented with points on a line in the coordinate plane,Justin,,,,,,,
8.1.C.4.SR.1,8.1.C.4.SR.1.b,8,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,"C - Understand the connections between proportional relationships, lines, and linear equations",SR,4.SR,1,b,1,The student is prompted to identify correct statements given two triangles with corresponding sides on a given line,1,The student is presented with points on a line in the coordinate plane,Justin,,,,,,,
8.1.C.4.SR.2,8.1.C.4.SR.2.a,8,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,"C - Understand the connections between proportional relationships, lines, and linear equations",SR,4.SR,2,a,1,"Given points on a line, the student is prompted to identify two similar triangles where the segment between a pair of the points corresponds to the hypotenuse of one of the triangles. ",2,The student is presented with two triangles with corresponding sides on a given line,Justin,,,,,,,
8.1.C.4.SR.2,8.1.C.4.SR.2.b,8,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,"C - Understand the connections between proportional relationships, lines, and linear equations",SR,4.SR,2,b,1,The student is prompted to identify correct statements given two triangles with corresponding sides on a given line,2,The student is presented with two triangles with corresponding sides on a given line,Justin,,,,,,,
8.1.C.5.CR.1,8.1.C.5.CR.1.,8,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,"C - Understand the connections between proportional relationships, lines, and linear equations",CR,5.CR,1,,1,The student is prompted to determine the slope and the y-intercept of a line through the origin. Or the student is prompted to write the equation of a line through the origin,1,The student is presented with the graph of a line through the origin,Justin,,,,,Slope intercept form (there are several exercises on graphs and equations of lines in different forms),,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/slope_intercept_form.html
8.1.C.5.SR.1,8.1.C.5.SR.1.a,8,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,"C - Understand the connections between proportional relationships, lines, and linear equations",SR,5.SR,1,a,1,The student is prompted to identify the slope and the y-intercept of a line through the origin. ,1,The student is presented with the graph of a proportional relationship,Justin,,,,,Related to: Slope intercept form,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/slope_intercept_form.html
8.1.C.5.SR.1,8.1.C.5.SR.1.b,8,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,"C - Understand the connections between proportional relationships, lines, and linear equations",SR,5.SR,1,b,1,The student is prompted to identify the equation of a line through the origin,1,The student is presented with the graph of a proportional relationship,Justin,,,,,Related to: Slope intercept form,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/slope_intercept_form.html
8.1.C.5.SR.1,8.1.C.5.SR.1.c,8,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,"C - Understand the connections between proportional relationships, lines, and linear equations",SR,5.SR,1,c,1,The student is prompted to identify the graph of a proportional relationship that may be represented in a variety of ways,1,The student is presented with the graph of a proportional relationship,Justin,"Given a graph, identify a graph?",,,,,,
8.1.C.5.SR.2,8.1.C.5.SR.2.a,8,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,"C - Understand the connections between proportional relationships, lines, and linear equations",SR,5.SR,2,a,1,The student is prompted to identify the slope and the y-intercept of a line through the origin. ,2,The student is presented with a proportional relationship represented algebraically,Justin,,,,,,,
8.1.C.5.SR.2,8.1.C.5.SR.2.b,8,1 - Students can explain and apply mathematical concepts and carry out mathematical procedures with precision and fluency.,"C - Understand the connections between proportional relationships, lines, and linear equations",SR,5.SR,2,b,1,The student is prompted to identify the slope and the y-intercept of a line through the origin. ,2,The student is presented with a proportional relationship represented tabularly,Justin,,,,,Related to: Slope intercept form,,http://sandcastle.khanacademy.org/media/castles/origin:master/exercises/slope_intercept_form.html
